Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
1,Paul Molitor,34,MIL,AL,5.3,158,752,665,133,216,32,13,17,75,19,8,77,62,.325,.399,.489,.888,147,.398,147,325,11,6,0,1,16,*D3,ASMVP-11,molitpa01
2,Brett Butler*,34,LAD,NL,5.1,161,730,615,112,182,13,5,2,38,38,28,108,79,.296,.401,.343,.744,114,.354,123,211,3,1,4,2,4,*8/H,ASMVP-7,butlebr01
3,Harold Reynolds#,30,SEA,AL,2.7,161,728,631,95,160,34,6,3,57,28,8,72,63,.254,.332,.341,.673,87,.330,93,215,11,5,14,6,2,*4/HD,,reynoha01
4,Rubén Sierra#,25,TEX,AL,5.1,161,726,661,110,203,44,5,25,116,16,4,56,91,.307,.357,.502,.859,138,.387,137,332,17,0,0,9,7,*9/8H,ASMVP-8,sierrru01
5,Roberto Alomar#,23,TOR,AL,4.6,161,719,637,88,188,41,11,9,69,53,11,57,86,.295,.354,.436,.791,115,.376,118,278,5,4,16,5,3,*4/H,ASMVP-6GG,alomaro01
6,Cal Ripken Jr.,30,BAL,AL,11.5,162,717,650,99,210,46,5,34,114,6,1,53,46,.323,.374,.566,.940,162,.428,170,368,19,5,0,9,15,*6,ASMVP-1GGSS,ripkeca01
7,Devon White#,28,TOR,AL,6.3,156,715,642,110,181,40,10,17,60,33,10,55,135,.282,.342,.455,.797,116,.368,116,292,7,7,5,6,1,*8,MVP-16GG,whitede03
8,Rafael Palmeiro*,26,TEX,AL,5.8,159,714,631,115,203,49,3,26,88,4,3,68,72,.322,.389,.532,.922,155,.407,154,336,17,6,2,7,10,*3/HD,ASMVP-19,palmera01
9,Cecil Fielder,27,DET,AL,3.8,162,712,624,102,163,25,0,44,133,0,0,78,151,.261,.347,.513,.860,133,.388,136,320,17,6,0,4,12,*3D,ASMVP-2SS,fieldce01
10,Tim Raines#,31,CHW,AL,3.2,155,709,609,102,163,20,6,5,50,51,15,83,68,.268,.359,.345,.703,98,.340,100,210,7,5,9,3,9,*7D/H89,,raineti01
11,Steve Sax,31,NYY,AL,4.2,158,707,652,85,198,38,2,10,56,31,11,41,38,.304,.345,.414,.759,110,.353,111,270,15,3,5,6,2,*4/5DH,,saxst01
12,Joe Carter,31,TOR,AL,4.7,162,706,638,89,174,42,3,33,108,20,9,49,112,.273,.330,.503,.833,124,.369,120,321,6,10,0,9,12,*97D,ASMVP-5SS,cartejo01
13,Robin Ventura*,23,CHW,AL,5.3,157,705,606,92,172,25,1,23,100,2,4,80,67,.284,.367,.442,.810,126,.376,133,268,22,4,8,7,3,*53/H,MVP-20GG,venturo01
14,Mark Grace*,27,CHC,NL,2.1,160,703,619,87,169,28,5,8,58,3,4,70,53,.273,.346,.373,.719,100,.336,101,231,6,3,4,7,7,*3/H,,gracema01
15,Frank Thomas,23,CHW,AL,7.0,158,701,559,104,178,31,2,32,109,1,2,138,112,.318,.453,.553,1.006,180,.449,185,309,20,1,0,2,13,D3/H,MVP-3SS,thomafr04
16,Jay Bell,25,PIT,NL,3.9,157,697,608,96,164,32,8,16,67,10,6,52,99,.270,.330,.428,.757,113,.349,115,260,15,4,30,3,1,*6/H,MVP-12,bellja01
17,Jody Reed,28,BOS,AL,3.9,153,696,618,87,175,42,2,5,60,6,5,60,53,.283,.349,.382,.731,99,.344,103,236,15,4,11,3,2,*4/6H,,reedjo01
18,Ryne Sandberg,31,CHC,NL,7.0,158,684,585,104,170,32,2,26,100,22,8,87,89,.291,.379,.485,.865,138,.402,146,284,9,2,1,9,4,*4/H,ASMVP-17GGSS,sandbry01
19,Bobby Bonilla#,28,PIT,NL,3.9,157,680,577,102,174,44,6,18,100,2,4,90,67,.302,.391,.492,.883,149,.396,150,284,14,2,0,11,8,95/3H,ASMVP-3SS,bonilbo01
20,Delino DeShields*,22,MON,NL,1.5,151,673,563,83,134,15,4,10,51,56,23,95,151,.238,.347,.332,.680,94,.331,98,187,6,2,8,5,2,*4/H,,deshide01
21,Mike Devereaux,28,BAL,AL,4.9,149,668,608,82,158,27,10,19,59,16,9,47,115,.260,.313,.431,.744,108,.340,109,262,13,2,7,4,2,*8/H9,,devermi01
22,José Canseco,26,OAK,AL,5.3,154,665,572,115,152,32,1,44,122,26,6,78,152,.266,.359,.556,.915,157,.412,157,318,16,9,0,6,7,*9D/H,MVP-4SS,cansejo01
23,Brian McRae#,23,KCR,AL,0.6,152,663,629,86,164,28,9,8,64,20,11,24,99,.261,.288,.372,.660,82,.300,76,234,12,2,3,5,1,*8/H,,mcraebr01
24,Luis Polonia*,27,CAL,AL,2.4,150,662,604,92,179,28,8,2,50,48,23,52,74,.296,.352,.379,.731,104,.345,108,229,11,1,2,3,4,*7/HD8,,polonlu01
25,Kirby Puckett,31,MIN,AL,4.3,152,661,611,92,195,29,6,15,89,11,5,31,78,.319,.352,.460,.812,119,.378,126,281,27,4,8,7,4,*89,ASMVP-7GG,puckeki01
26,Julio Franco,32,TEX,AL,6.2,146,659,589,108,201,27,3,15,78,36,9,65,78,.341,.408,.474,.882,146,.411,151,279,13,3,0,2,8,*4/H,ASMVP-15SS,francju01
27,Juan Samuel,30,LAD,NL,2.6,153,659,594,74,161,22,6,12,58,23,8,49,133,.271,.328,.389,.717,103,.344,110,231,8,3,10,3,4,*4/H,AS,samueju01
28,Howard Johnson#,30,NYM,NL,3.5,156,658,564,108,146,34,4,38,117,30,16,78,120,.259,.342,.535,.877,145,.380,137,302,4,1,0,15,12,596/H,ASMVP-5SS,johnsho01
29,Steve Finley*,26,HOU,NL,5.2,159,656,596,84,170,28,10,8,54,34,18,42,65,.285,.331,.406,.737,114,.342,116,242,8,2,10,6,5,*89H/7,,finlest01
30,Tony Phillips#,32,DET,AL,5.2,146,655,564,87,160,28,4,17,72,10,5,79,95,.284,.371,.438,.809,122,.376,127,247,8,3,3,6,5,5479D6/8H,,phillto02
31,Carlos Baerga#,22,CLE,AL,3.2,158,654,593,80,171,28,2,11,69,3,2,48,74,.288,.346,.398,.744,105,.348,109,236,12,6,4,3,5,54/H6,,baergca01
32,Jeff Bagwell,23,HOU,NL,4.8,156,650,554,79,163,26,4,15,82,7,4,75,116,.294,.387,.437,.824,139,.383,146,242,12,13,1,7,5,*3/H,ROY-1,bagweje01
33,Don Mattingly*,30,NYY,AL,1.7,152,646,587,64,169,35,0,9,68,2,0,46,42,.288,.339,.394,.733,103,.331,97,231,21,4,0,9,11,*3D/H,GG,mattido01
34,Terry Pendleton#,30,ATL,NL,6.1,153,644,586,94,187,34,8,22,86,10,2,43,70,.319,.363,.517,.880,139,.397,141,303,16,1,7,7,8,*5/H,MVP-1,pendlte01
35,Ron Gant,26,ATL,NL,2.0,154,642,561,101,141,35,3,32,105,34,15,71,104,.251,.338,.496,.834,127,.380,128,278,6,5,0,5,8,*8/H,MVP-6SS,gantro01
36,Edgar Martínez,28,SEA,AL,6.1,150,642,544,98,167,35,1,14,52,0,3,84,72,.307,.405,.452,.857,138,.392,143,246,19,8,2,4,9,*5/HD,,martied01
37,Fred McGriff*,27,SDP,NL,3.4,153,642,528,84,147,19,1,31,106,4,1,105,135,.278,.396,.494,.890,147,.403,150,261,14,2,0,7,26,*3,MVP-10,mcgrifr01
38,Wade Boggs*,33,BOS,AL,6.4,144,641,546,93,181,42,2,8,51,1,2,89,32,.332,.421,.460,.881,140,.401,145,251,16,0,0,6,25,*5/H,ASSS,boggswa01
39,Ozzie Smith#,36,STL,NL,5.1,150,641,550,96,157,30,3,3,50,35,9,83,36,.285,.380,.367,.747,112,.359,115,202,8,1,6,1,2,*6/H,ASMVP-20GG,smithoz01
40,Chris Sabo,29,CIN,NL,5.0,153,640,582,91,175,35,3,26,88,19,6,44,79,.301,.354,.505,.859,136,.394,140,294,13,6,5,3,3,*5/H,ASMVP-20,saboch01
41,Eddie Murray#,35,LAD,NL,1.3,153,639,576,69,150,23,1,19,96,10,3,55,74,.260,.321,.403,.724,105,.331,101,232,17,0,0,8,17,*3/H5,AS,murraed02
42,Todd Zeile,25,STL,NL,2.2,155,638,565,76,158,36,3,11,81,17,11,62,94,.280,.353,.412,.765,115,.362,123,233,15,5,0,6,3,*5/H,,zeileto01
43,Dave Henderson,32,OAK,AL,5.4,150,637,572,86,158,33,0,25,85,6,6,58,113,.276,.346,.465,.811,129,.366,130,266,9,4,1,2,3,*8/DH749,ASMVP-21,hendeda01
44,Tim Wallach,33,MON,NL,0.3,151,637,577,60,130,22,1,13,73,2,4,50,100,.225,.292,.334,.626,77,.294,76,193,12,6,0,4,8,*5/H,,wallati01
45,Chuck Knoblauch,22,MIN,AL,2.9,151,636,565,78,159,24,6,1,50,25,5,59,40,.281,.351,.350,.701,91,.337,92,198,8,4,1,5,0,*4/H6,ROY-1,knoblch01
46,Matt Williams,25,SFG,NL,5.5,157,635,589,72,158,24,5,34,98,5,5,33,128,.268,.310,.499,.809,129,.372,136,294,11,6,0,7,6,*5/6H,GG,willima04
47,Barry Bonds*,26,PIT,NL,8.0,153,634,510,95,149,28,5,25,116,43,13,107,73,.292,.410,.514,.924,160,.413,156,262,8,4,0,13,25,*7/H8,MVP-2GGSS,bondsba01
48,Chili Davis#,31,MIN,AL,3.3,153,634,534,84,148,34,1,29,93,5,6,95,117,.277,.385,.507,.892,141,.396,141,271,9,1,0,4,13,*D/H7,MVP-14,davisch01
49,Gary Gaetti,32,CAL,AL,1.8,152,634,586,58,144,22,1,18,66,5,5,33,104,.246,.293,.379,.672,86,.318,90,222,13,8,2,5,3,*5/H,,gaettga01
50,Ken Griffey Jr.*,21,SEA,AL,7.1,154,633,548,76,179,42,1,22,100,18,6,71,82,.327,.399,.527,.926,155,.405,150,289,10,1,4,9,21,*8/HD,ASMVP-9GGSS,griffke02
51,Dave Winfield,39,CAL,AL,0.5,150,633,568,75,149,27,4,28,86,7,2,56,109,.262,.326,.472,.798,120,.361,119,268,21,1,2,6,4,*9D/H,,winfida01
52,Ken Caminiti#,28,HOU,NL,2.3,152,632,574,65,145,30,3,13,80,4,5,46,85,.253,.312,.383,.695,101,.315,98,220,18,5,3,4,7,*5/H,,caminke01
53,Félix José#,26,STL,NL,2.5,154,625,568,69,173,40,6,8,77,20,12,50,113,.305,.360,.438,.798,124,.364,125,249,12,2,0,5,8,*9/H,AS,josefe01
54,Lance Johnson*,27,CHW,AL,3.0,159,624,588,72,161,14,13,0,49,26,11,26,58,.274,.304,.342,.646,81,.296,73,201,14,1,6,3,2,*8/H9,,johnsla03
55,Will Clark*,27,SFG,NL,5.2,148,622,565,84,170,32,7,29,116,4,2,51,91,.301,.359,.536,.895,154,.398,153,303,5,2,0,4,12,*3/H,ASMVP-4GGSS,clarkwi02
56,Tony Fernández#,29,SDP,NL,2.2,145,621,558,81,152,27,5,4,38,23,9,55,74,.272,.337,.360,.697,95,.328,93,201,12,0,7,1,0,*6/H,,fernato01
57,Pete O'Brien*,33,SEA,AL,-0.5,152,617,560,58,139,29,3,17,88,0,1,44,61,.248,.300,.402,.701,93,.310,83,225,14,1,3,9,7,*3D7/H,,o'bripe03
58,John Kruk*,30,PHI,NL,4.7,152,615,538,84,158,27,6,21,92,7,0,67,100,.294,.367,.483,.851,139,.383,137,260,11,1,0,9,16,378H/9,ASMVP-17,krukjo01
59,Ray Lankford*,24,STL,NL,1.6,151,615,566,83,142,23,15,9,69,44,20,41,114,.251,.301,.392,.693,94,.323,93,222,4,1,4,3,1,*8H,ROY-3,lankfra01
60,Benito Santiago,26,SDP,NL,2.2,152,614,580,60,155,22,3,17,87,8,10,23,114,.267,.296,.403,.700,93,.313,88,234,21,4,0,7,5,*2/H7,ASSS,santibe01
61,Greg Vaughn,25,MIL,AL,2.8,145,614,542,81,132,24,5,27,98,2,2,62,125,.244,.319,.456,.774,114,.350,114,247,5,1,2,7,2,*7D/H9,,vaughgr01
62,Travis Fryman,22,DET,AL,3.3,149,612,557,65,144,36,3,21,91,12,5,40,149,.259,.309,.447,.756,105,.344,104,249,13,3,6,6,0,56/H,,frymatr01
63,Wally Joyner*,29,CAL,AL,3.8,143,611,551,79,166,34,3,21,96,2,0,52,66,.301,.360,.488,.848,134,.378,131,269,11,1,2,5,4,*3/H,,joynewa01
64,Craig Biggio,25,HOU,NL,4.4,149,609,546,79,161,23,4,4,46,19,6,53,71,.295,.358,.374,.731,113,.357,124,204,2,2,5,3,3,*2H/478,AS,biggicr01
65,Mickey Tettleton#,30,DET,AL,5.6,154,608,501,85,132,17,2,31,89,3,3,101,131,.263,.387,.491,.878,140,.393,140,246,12,2,0,4,9,*2DH/739,SS,tettlmi01
66,Paul O'Neill*,28,CIN,NL,4.9,152,607,532,71,136,36,0,28,91,12,7,73,107,.256,.346,.481,.827,127,.368,124,256,8,1,0,1,14,*9/H,AS,o'neipa01
67,George Bell,31,CHC,NL,1.5,149,603,558,63,159,27,0,25,86,2,6,32,62,.285,.323,.468,.791,117,.354,116,261,10,4,0,9,6,*7/H,AS,bellge02
68,Steve Buechele,29,2TM,2LG,3.7,152,600,530,74,139,22,3,22,85,0,5,49,97,.262,.331,.440,.771,114,.347,114,233,14,7,11,3,4,*54/H6,,buechst01
69,Steve Buechele,29,TEX,AL,3.2,121,472,416,58,111,17,2,18,66,0,4,39,69,.267,.335,.447,.783,117,.349,116,186,11,5,10,2,4,*54/H6,,buechst01
70,Steve Buechele,29,PIT,NL,0.5,31,128,114,16,28,5,1,4,19,0,1,10,28,.246,.315,.412,.727,104,.340,110,47,3,2,1,1,0,5,,buechst01
71,Dale Murphy,35,PHI,NL,0.8,153,599,544,66,137,33,1,18,81,1,0,48,93,.252,.309,.415,.724,103,.340,107,226,20,0,0,7,3,*9H,,murphda05
72,Mike Greenwell*,27,BOS,AL,1.9,147,598,544,76,163,26,6,9,83,15,5,43,35,.300,.350,.419,.769,108,.355,108,228,11,3,1,7,6,*7/HD,,greenmi01
73,Marquis Grissom,24,MON,NL,2.7,148,597,558,73,149,23,9,6,39,76,17,34,89,.267,.310,.373,.683,93,.347,99,208,8,1,4,0,0,*8H/97,,grissma02
74,Andre Dawson,36,CHC,NL,2.9,149,596,563,69,153,21,4,31,104,4,5,22,80,.272,.302,.488,.790,116,.363,121,275,10,5,0,6,3,*9H,ASMVP-14,dawsoan01
75,Juan González,21,TEX,AL,2.1,142,595,545,78,144,34,1,27,102,4,4,42,118,.264,.321,.479,.800,121,.363,124,261,10,5,0,3,7,*87/9DH,,gonzaju03
76,Kevin Maas*,26,NYY,AL,0.8,148,592,500,69,110,14,1,23,63,5,1,83,128,.220,.333,.390,.723,100,.332,97,195,4,4,0,5,3,*D3/H,,maaske01
77,Darryl Strawberry*,29,LAD,NL,3.7,139,588,505,86,134,22,4,28,99,10,8,75,125,.265,.361,.491,.852,140,.380,139,248,8,3,0,5,4,*9/H,ASMVP-9,strawda01
78,Jack Clark,35,BOS,AL,2.3,140,587,481,75,120,18,1,28,87,0,2,96,133,.249,.374,.466,.840,127,.381,129,224,17,3,0,5,3,*D/H,,clarkja01
79,Mark McGwire,27,OAK,AL,1.6,154,585,483,62,97,22,0,22,75,2,1,93,116,.201,.330,.383,.714,103,.336,107,185,13,3,1,5,3,*3/H,AS,mcgwima01
80,Rickey Henderson,32,OAK,AL,4.6,134,578,470,105,126,17,1,18,57,58,18,98,73,.268,.400,.423,.823,135,.402,147,199,7,7,0,3,7,*7D/H,AS,henderi01
81,Kevin McReynolds,31,NYM,NL,1.1,143,578,522,65,135,32,1,16,74,6,6,49,46,.259,.322,.416,.738,108,.336,107,217,8,2,1,4,7,*78/H9,,mcreyke01
82,Andy Van Slyke*,30,PIT,NL,3.6,138,577,491,87,130,24,7,17,83,10,3,71,85,.265,.355,.446,.801,126,.366,125,219,5,4,0,11,1,*8/H,GG,vanslan01
83,Robby Thompson,29,SFG,NL,5.2,144,573,492,74,129,24,5,19,48,14,7,63,95,.262,.352,.447,.799,128,.373,135,220,5,6,11,1,2,*4/H,,thompro01
84,George Brett*,38,KCR,AL,0.4,131,572,505,77,129,40,2,10,61,2,0,58,75,.255,.327,.402,.729,101,.327,94,203,20,0,1,8,10,*D3/H,,brettge01
85,Lou Whitaker*,34,DET,AL,6.8,138,572,470,94,131,26,2,23,78,4,2,90,45,.279,.391,.489,.881,141,.399,144,230,3,2,2,8,6,*4H/D,,whitalo01
86,Randy Milligan,29,BAL,AL,1.0,141,571,483,57,127,17,2,16,70,0,5,84,108,.263,.373,.406,.779,120,.352,120,196,23,2,0,2,4,3D/7H,,millira01
87,Robin Yount,35,MIL,AL,0.9,130,571,503,66,131,20,4,10,77,6,4,54,79,.260,.332,.376,.707,98,.332,100,189,13,4,1,9,8,*8D/H,,yountro01
88,Dickie Thon,33,PHI,NL,0.9,146,570,539,44,136,18,4,9,44,11,5,25,84,.252,.283,.351,.634,79,.301,79,189,9,0,2,4,6,*6/H,,thondi01
89,Tony Gwynn*,31,SDP,NL,5.6,134,569,530,69,168,27,11,4,62,8,8,34,19,.317,.355,.432,.787,118,.360,121,229,11,0,0,5,8,*9/H,ASMVP-16GG,gwynnto01
90,Mike Gallego,30,OAK,AL,4.1,159,567,482,67,119,15,4,12,49,6,9,67,84,.247,.343,.369,.712,103,.331,108,178,8,5,10,3,3,*46/H,,gallemi01
91,Jim Gantner*,38,MIL,AL,1.6,140,567,526,63,149,27,4,2,47,4,6,27,34,.283,.320,.361,.681,90,.305,83,190,13,3,7,4,5,54/H,,gantnji01
92,Harold Baines*,32,OAK,AL,2.9,141,566,488,76,144,25,1,20,90,0,1,72,67,.295,.383,.473,.857,143,.373,135,231,12,1,0,5,22,*D9H/7,AS,baineha01
93,Danny Tartabull,28,KCR,AL,4.4,132,557,484,78,153,35,3,31,100,6,3,65,121,.316,.397,.593,.990,171,.435,171,287,9,3,0,5,6,*9/DH,ASMVP-12,tartada01
94,Ozzie Guillén*,27,CHW,AL,2.1,154,555,524,52,143,20,3,3,49,21,15,11,38,.273,.284,.340,.624,74,.286,70,178,7,0,13,7,1,*6/H,AS,guilloz01
95,B.J. Surhoff*,26,MIL,AL,1.6,143,553,505,57,146,19,4,5,68,5,8,26,33,.289,.319,.372,.691,93,.314,91,188,21,0,13,9,2,*2H/D5489,,surhob.01
96,Carlos Quintana,25,BOS,AL,2.9,149,550,478,69,141,21,1,11,71,1,0,61,66,.295,.375,.412,.787,114,.370,120,197,17,2,6,3,2,*3H9/7D,,quintca01
97,Milt Cuyler#,22,DET,AL,4.1,154,546,475,77,122,15,7,3,33,41,10,52,92,.257,.335,.337,.672,86,.334,90,160,4,5,12,2,0,*8/H,ROY-3,cuylemi01
98,José Lind,27,PIT,NL,1.2,150,545,502,53,133,16,6,3,54,7,4,30,56,.265,.306,.339,.644,82,.299,78,170,20,2,5,6,10,*4/H,,lindjo01
99,Roberto Kelly,26,NYY,AL,2.9,126,543,486,68,130,22,2,20,69,32,9,45,77,.267,.333,.444,.777,114,.368,119,216,14,5,2,5,2,*87/H,,kellyro01
100,Willie McGee#,32,SFG,NL,2.9,131,543,497,67,155,30,3,4,43,17,9,34,74,.312,.357,.408,.765,119,.366,130,203,11,2,8,2,3,*89/H,,mcgeewi01
101,John Olerud*,22,TOR,AL,1.8,139,541,454,64,116,30,1,17,68,0,2,68,84,.256,.353,.438,.791,115,.347,106,199,12,6,3,10,9,*3H/D,,olerujo01
102,Dave Parker*,40,2TM,AL,-1.1,132,541,502,47,120,26,2,11,59,3,3,33,98,.239,.288,.365,.653,81,.300,77,183,9,3,0,3,3,*D/H,,parkeda01
103,Dave Parker*,40,CAL,AL,-1.2,119,501,466,45,108,22,2,11,56,3,2,29,91,.232,.279,.358,.638,76,.294,73,167,9,3,0,3,3,*D,,parkeda01
104,Dave Parker*,40,TOR,AL,0.2,13,40,36,2,12,4,0,0,3,0,1,4,7,.333,.400,.444,.844,130,.370,130,16,0,0,0,0,0,D/H,,parkeda01
105,Kirk Gibson*,34,KCR,AL,0.7,132,540,462,81,109,17,6,16,55,18,4,69,103,.236,.341,.403,.744,106,.345,104,186,9,6,1,2,3,7DH/9,,gibsoki01
106,Rob Deer,30,DET,AL,1.1,134,539,448,64,80,14,2,25,64,1,3,89,175,.179,.314,.386,.700,92,.323,91,173,3,0,0,2,1,*9/HD,,deerro01
107,Gregg Jefferies#,23,NYM,NL,1.3,136,539,486,59,132,19,2,9,62,26,5,47,38,.272,.336,.374,.711,101,.338,100,182,12,2,1,3,2,45H,,jeffegr01
108,Larry Walker*,24,MON,NL,3.4,137,539,487,59,141,30,2,16,64,14,9,42,102,.290,.349,.458,.807,127,.365,127,223,7,5,1,4,2,93/8H,,walkela01
109,Iván Calderón,29,MON,NL,3.3,134,537,470,69,141,22,3,19,75,31,16,53,64,.300,.368,.481,.848,139,.385,140,226,7,3,1,10,4,*7H/3,AS,caldeiv01
110,Hal Morris*,26,CIN,NL,3.8,136,537,478,72,152,33,1,14,59,10,4,46,61,.318,.374,.479,.853,135,.384,134,229,4,1,5,7,7,*3H/7,,morriha02
111,Shawon Dunston,28,CHC,NL,1.8,142,534,492,59,128,22,7,12,50,21,6,23,64,.260,.292,.407,.699,92,.323,86,200,9,4,4,11,5,*6/H,,dunstsh01
112,Kent Hrbek*,31,MIN,AL,2.7,132,534,462,72,131,20,1,20,89,4,4,67,48,.284,.373,.461,.834,125,.373,123,213,15,0,3,2,4,*3/H,,hrbekke01
113,Kal Daniels*,27,LAD,NL,1.0,137,531,461,54,115,15,1,17,73,6,1,63,116,.249,.337,.397,.734,108,.345,111,183,9,1,0,6,4,*7/H,,danieka01
114,Alvin Davis*,30,SEA,AL,-1.8,145,528,462,39,102,15,1,12,69,0,3,56,78,.221,.299,.335,.635,76,.286,67,155,8,0,0,10,9,*DH3,,davisal01
115,Mel Hall*,30,NYY,AL,0.1,141,527,492,67,140,23,2,19,80,0,1,26,40,.285,.321,.455,.776,113,.354,115,224,6,3,0,6,6,*97HD,,hallme01
116,Barry Larkin,27,CIN,NL,6.1,123,527,464,88,140,27,4,20,69,24,6,55,64,.302,.378,.506,.884,143,.410,149,235,7,3,3,2,1,*6/H,ASMVP-17SS,larkiba01
117,Luis Gonzalez*,23,HOU,NL,3.6,137,526,473,51,120,28,9,13,69,10,7,40,101,.254,.320,.433,.753,117,.341,116,205,9,8,1,4,4,*7H,,gonzalu01
118,Ellis Burks,26,BOS,AL,2.5,130,524,474,56,119,33,3,14,56,6,11,39,81,.251,.314,.422,.736,98,.338,103,200,7,6,2,3,2,*8/HD,,burksel01
119,Joe Orsulak*,29,BAL,AL,1.8,143,521,486,57,135,22,1,5,43,6,2,28,45,.278,.321,.358,.679,91,.318,92,174,9,4,0,3,1,*79H/D8,,orsuljo01
120,Tom Brunansky,30,BOS,AL,-0.3,142,519,459,54,105,24,1,16,70,1,2,49,72,.229,.303,.390,.692,87,.312,80,179,8,3,0,8,2,*9/H8D,,brunato01
121,Dave Magadan*,28,NYM,NL,1.5,124,517,418,58,108,23,0,4,51,1,1,83,50,.258,.378,.342,.721,106,.347,113,143,5,2,7,7,3,*3/H,,magadda01
122,Tony Peña,34,BOS,AL,0.4,141,512,464,45,107,23,2,5,48,8,3,37,53,.231,.291,.321,.612,66,.293,65,149,23,4,4,3,1,*2/H,GG,penato01
123,Willie Randolph,36,MIL,AL,4.3,124,512,431,60,141,14,3,0,54,4,2,75,38,.327,.424,.374,.798,126,.378,133,161,14,0,3,3,3,*4/HD,,randowi01
124,Dan Gladden,33,MIN,AL,0.8,126,511,461,65,114,14,9,6,52,15,9,36,60,.247,.306,.356,.662,80,.306,76,164,13,5,5,4,1,*7H,,gladdda01
125,Tom Pagnozzi,28,STL,NL,3.0,140,510,459,38,121,24,5,2,57,9,13,36,63,.264,.319,.351,.670,89,.299,82,161,10,4,6,5,6,*2/3H,GG,pagnoto01
126,Álvaro Espinoza,29,NYY,AL,1.7,148,509,480,51,123,23,2,5,33,4,1,16,57,.256,.282,.344,.626,73,.293,69,165,10,2,9,2,0,*6/5H1,,espinal01
127,Casey Candaele#,30,HOU,NL,1.9,151,505,461,44,121,20,7,4,50,9,3,40,49,.262,.319,.362,.682,98,.316,96,167,5,0,1,3,7,*4H75/89,,candaca01
128,Carlton Fisk,43,CHW,AL,1.9,134,501,460,42,111,25,0,18,74,1,2,32,86,.241,.299,.413,.712,97,.320,93,190,19,7,0,2,4,2HD3,AS,fiskca01
129,Albert Belle,24,CLE,AL,2.5,123,496,461,60,130,31,2,28,95,3,1,25,99,.282,.323,.540,.863,134,.386,135,249,24,5,0,5,2,7D/H9,,belleal01
130,Terry Steinbach,29,OAK,AL,1.7,129,494,456,50,125,31,1,6,67,2,2,22,70,.274,.312,.386,.698,98,.323,99,176,15,7,0,9,4,*2/3HD,,steinte01
131,Matt Nokes*,27,NYY,AL,2.6,135,493,456,52,122,20,0,24,77,3,2,25,49,.268,.308,.469,.778,113,.349,111,214,6,5,0,7,5,*2H/D,,nokesma01
132,Shane Mack,27,MIN,AL,5.0,143,489,442,79,137,27,8,18,74,13,9,34,79,.310,.363,.529,.893,140,.394,139,234,11,6,2,5,1,*978H/D,,macksh01
133,Dick Schofield,28,CAL,AL,0.8,134,487,427,44,96,9,3,0,31,8,4,50,69,.225,.310,.260,.570,61,.285,65,111,3,3,7,0,2,*6/H,,schofdi02
134,Lenny Harris*,26,LAD,NL,1.3,145,485,429,59,123,16,1,3,38,12,3,37,32,.287,.349,.350,.698,100,.332,100,150,16,5,12,2,5,*54H6/7,,harrile01
135,Manuel Lee#,26,TOR,AL,0.5,138,485,445,41,104,18,3,0,29,7,2,24,107,.234,.274,.288,.561,54,.279,55,128,11,2,10,4,0,*6,,leema02
136,Dan Pasqua*,29,CHW,AL,2.4,134,484,417,71,108,22,5,18,66,0,2,62,86,.259,.358,.465,.823,129,.380,135,194,9,3,1,1,4,39H7/D,,pasquda01
137,Billy Hatcher,30,CIN,NL,-0.8,138,482,442,45,116,25,3,4,41,11,9,26,55,.262,.312,.360,.671,86,.311,84,159,9,7,4,3,4,*78H,,hatchbi01
138,Omar Vizquel#,24,SEA,AL,2.1,142,482,426,42,98,16,4,1,41,7,2,45,37,.230,.302,.293,.595,66,.289,66,125,8,0,8,3,0,*6H/4,,vizquom01
139,Charlie Hayes,26,PHI,NL,-0.6,142,480,460,34,106,23,1,12,53,3,3,16,75,.230,.257,.363,.620,74,.287,70,167,13,1,2,1,3,*5/H6,,hayesch01
140,Orlando Merced#,24,PIT,NL,2.7,120,478,411,83,113,17,2,10,50,8,4,64,81,.275,.373,.399,.772,119,.363,124,164,6,1,1,1,4,3H/9,ROY-2,merceor01
141,Brian Downing,40,TEX,AL,2.6,123,476,407,76,113,17,2,17,49,1,1,58,70,.278,.377,.455,.831,132,.380,135,185,7,8,1,2,7,*DH,,downibr01
142,Dante Bichette,27,MIL,AL,-0.5,134,475,445,53,106,18,3,15,59,14,8,22,107,.238,.272,.393,.665,84,.298,77,175,9,1,1,6,4,*9H/85,,bicheda01
143,Spike Owen#,30,MON,NL,2.5,139,475,424,39,108,22,8,3,26,2,6,42,61,.255,.321,.366,.686,94,.308,88,155,11,1,4,4,11,*6H,,owensp01
144,Kelly Gruber,29,TOR,AL,1.9,113,474,429,58,108,18,2,20,65,12,7,31,70,.252,.308,.443,.751,102,.350,108,190,7,6,3,5,5,*5/DH,,grubeke01
145,Pedro Guerrero,35,STL,NL,0.4,115,472,427,41,116,12,1,8,70,4,2,37,46,.272,.326,.361,.687,94,.326,96,154,12,1,0,7,2,*3/H,,guerrpe01
146,Bip Roberts#,27,SDP,NL,2.3,117,472,424,66,119,13,3,3,32,26,11,37,71,.281,.342,.347,.689,92,.336,99,147,6,4,4,3,0,487H,,roberbi01
